행정구역,2014년_계_총인구수,2014년_계_연령구간인구수,2014년_계_0~9세,2014년_계_10~19세,2014년_계_20~29세,2014년_계_30~39세,2014년_계_40~49세,2014년_계_50~59세,2014년_계_60~69세,2014년_계_70~79세,2014년_계_80~89세,2014년_계_90~99세,2014년_계_100세 이상,2014년_남_총인구수,2014년_남_연령구간인구수,2014년_남_0~9세,2014년_남_10~19세,2014년_남_20~29세,2014년_남_30~39세,2014년_남_40~49세,2014년_남_50~59세,2014년_남_60~69세,2014년_남_70~79세,2014년_남_80~89세,2014년_남_90~99세,2014년_남_100세 이상,2014년_여_총인구수,2014년_여_연령구간인구수,2014년_여_0~9세,2014년_여_10~19세,2014년_여_20~29세,2014년_여_30~39세,2014년_여_40~49세,2014년_여_50~59세,2014년_여_60~69세,2014년_여_70~79세,2014년_여_80~89세,2014년_여_90~99세,2014년_여_100세 이상,2015년_계_총인구수,2015년_계_연령구간인구수,2015년_계_0~9세,2015년_계_10~19세,2015년_계_20~29세,2015년_계_30~39세,2015년_계_40~49세,2015년_계_50~59세,2015년_계_60~69세,2015년_계_70~79세,2015년_계_80~89세,2015년_계_90~99세,2015년_계_100세 이상,2015년_남_총인구수,2015년_남_연령구간인구수,2015년_남_0~9세,2015년_남_10~19세,2015년_남_20~29세,2015년_남_30~39세,2015년_남_40~49세,2015년_남_50~59세,2015년_남_60~69세,2015년_남_70~79세,2015년_남_80~89세,2015년_남_90~99세,2015년_남_100세 이상,2015년_여_총인구수,2015년_여_연령구간인구수,2015년_여_0~9세,2015년_여_10~19세,2015년_여_20~29세,2015년_여_30~39세,2015년_여_40~49세,2015년_여_50~59세,2015년_여_60~69세,2015년_여_70~79세,2015년_여_80~89세,2015년_여_90~99세,2015년_여_100세 이상,2016년_계_총인구수,2016년_계_연령구간인구수,2016년_계_0~9세,2016년_계_10~19세,2016년_계_20~29세,2016년_계_30~39세,2016년_계_40~49세,2016년_계_50~59세,2016년_계_60~69세,2016년_계_70~79세,2016년_계_80~89세,2016년_계_90~99세,2016년_계_100세 이상,2016년_남_총인구수,2016년_남_연령구간인구수,2016년_남_0~9세,2016년_남_10~19세,2016년_남_20~29세,2016년_남_30~39세,2016년_남_40~49세,2016년_남_50~59세,2016년_남_60~69세,2016년_남_70~79세,2016년_남_80~89세,2016년_남_90~99세,2016년_남_100세 이상,2016년_여_총인구수,2016년_여_연령구간인구수,2016년_여_0~9세,2016년_여_10~19세,2016년_여_20~29세,2016년_여_30~39세,2016년_여_40~49세,2016년_여_50~59세,2016년_여_60~69세,2016년_여_70~79세,2016년_여_80~89세,2016년_여_90~99세,2016년_여_100세 이상,2017년_계_총인구수,2017년_계_연령구간인구수,2017년_계_0~9세,2017년_계_10~19세,2017년_계_20~29세,2017년_계_30~39세,2017년_계_40~49세,2017년_계_50~59세,2017년_계_60~69세,2017년_계_70~79세,2017년_계_80~89세,2017년_계_90~99세,2017년_계_100세 이상,2017년_남_총인구수,2017년_남_연령구간인구수,2017년_남_0~9세,2017년_남_10~19세,2017년_남_20~29세,2017년_남_30~39세,2017년_남_40~49세,2017년_남_50~59세,2017년_남_60~69세,2017년_남_70~79세,2017년_남_80~89세,2017년_남_90~99세,2017년_남_100세 이상,2017년_여_총인구수,2017년_여_연령구간인구수,2017년_여_0~9세,2017년_여_10~19세,2017년_여_20~29세,2017년_여_30~39세,2017년_여_40~49세,2017년_여_50~59세,2017년_여_60~69세,2017년_여_70~79세,2017년_여_80~89세,2017년_여_90~99세,2017년_여_100세 이상,2018년_계_총인구수,2018년_계_연령구간인구수,2018년_계_0~9세,2018년_계_10~19세,2018년_계_20~29세,2018년_계_30~39세,2018년_계_40~49세,2018년_계_50~59세,2018년_계_60~69세,2018년_계_70~79세,2018년_계_80~89세,2018년_계_90~99세,2018년_계_100세 이상,2018년_남_총인구수,2018년_남_연령구간인구수,2018년_남_0~9세,2018년_남_10~19세,2018년_남_20~29세,2018년_남_30~39세,2018년_남_40~49세,2018년_남_50~59세,2018년_남_60~69세,2018년_남_70~79세,2018년_남_80~89세,2018년_남_90~99세,2018년_남_100세 이상,2018년_여_총인구수,2018년_여_연령구간인구수,2018년_여_0~9세,2018년_여_10~19세,2018년_여_20~29세,2018년_여_30~39세,2018년_여_40~49세,2018년_여_50~59세,2018년_여_60~69세,2018년_여_70~79세,2018년_여_80~89세,2018년_여_90~99세,2018년_여_100세 이상,2019년_계_총인구수,2019년_계_연령구간인구수,2019년_계_0~9세,2019년_계_10~19세,2019년_계_20~29세,2019년_계_30~39세,2019년_계_40~49세,2019년_계_50~59세,2019년_계_60~69세,2019년_계_70~79세,2019년_계_80~89세,2019년_계_90~99세,2019년_계_100세 이상,2019년_남_총인구수,2019년_남_연령구간인구수,2019년_남_0~9세,2019년_남_10~19세,2019년_남_20~29세,2019년_남_30~39세,2019년_남_40~49세,2019년_남_50~59세,2019년_남_60~69세,2019년_남_70~79세,2019년_남_80~89세,2019년_남_90~99세,2019년_남_100세 이상,2019년_여_총인구수,2019년_여_연령구간인구수,2019년_여_0~9세,2019년_여_10~19세,2019년_여_20~29세,2019년_여_30~39세,2019년_여_40~49세,2019년_여_50~59세,2019년_여_60~69세,2019년_여_70~79세,2019년_여_80~89세,2019년_여_90~99세,2019년_여_100세 이상
경상북도 청송군 (4775000000),"26,453","26,453","1,242","1,820","2,160","2,104","3,383","5,067","4,388","4,392","1,690",199,8,"13,119","13,119",628,962,"1,292","1,180","1,923","2,541","2,149","1,806",598,38,2,"13,334","13,334",614,858,868,924,"1,460","2,526","2,239","2,586","1,092",161,6,"26,384","26,384","1,237","1,696","2,181","2,064","3,222","5,066","4,588","4,262","1,840",219,9,"13,054","13,054",617,883,"1,295","1,141","1,824","2,559","2,257","1,752",677,45,4,"13,330","13,330",620,813,886,923,"1,398","2,507","2,331","2,510","1,163",174,5,"26,301","26,301","1,207","1,607","2,109","2,055","3,083","5,078","4,811","4,126","1,972",241,12,"13,008","13,008",603,827,"1,246","1,162","1,723","2,591","2,380","1,702",718,52,4,"13,293","13,293",604,780,863,893,"1,360","2,487","2,431","2,424","1,254",189,8,"26,006","26,006","1,180","1,494","2,050","1,963","2,925","4,993","4,910","4,198","2,023",256,14,"12,891","12,891",599,770,"1,225","1,123","1,649","2,558","2,425","1,770",708,61,3,"13,115","13,115",581,724,825,840,"1,276","2,435","2,485","2,428","1,315",195,11,"25,678","25,678","1,102","1,379","1,982","1,871","2,707","4,961","5,051","4,178","2,151",281,15,"12,762","12,762",554,723,"1,180","1,079","1,555","2,549","2,524","1,773",760,63,2,"12,916","12,916",548,656,802,792,"1,152","2,412","2,527","2,405","1,391",218,13,"25,416","25,416","1,048","1,294","1,893","1,815","2,513","4,827","5,287","4,083","2,350",287,19,"12,694","12,694",545,681,"1,118","1,067","1,454","2,519","2,643","1,768",833,62,4,"12,722","12,722",503,613,775,748,"1,059","2,308","2,644","2,315","1,517",225,15
경상북도 영양군 (4776000000),"18,197","18,197",988,"1,316","1,452","1,464","2,403","3,299","2,774","3,135","1,193",152,21,"8,944","8,944",525,705,825,808,"1,393","1,643","1,340","1,293",363,44,5,"9,253","9,253",463,611,627,656,"1,010","1,656","1,434","1,842",830,108,16,"17,898","17,898",963,"1,253","1,400","1,357","2,270","3,258","2,922","3,026","1,273",156,20,"8,803","8,803",521,663,786,753,"1,338","1,627","1,434","1,243",390,43,5,"9,095","9,095",442,590,614,604,932,"1,631","1,488","1,783",883,113,15,"17,713","17,713",959,"1,180","1,336","1,318","2,166","3,218","3,043","2,929","1,368",176,20,"8,724","8,724",515,632,753,709,"1,292","1,633","1,501","1,213",421,51,4,"8,989","8,989",444,548,583,609,874,"1,585","1,542","1,716",947,125,16,"17,479","17,479",885,"1,135","1,273","1,263","2,087","3,168","3,165","2,845","1,462",171,25,"8,618","8,618",471,594,721,676,"1,242","1,654","1,556","1,199",455,46,4,"8,861","8,861",414,541,552,587,845,"1,514","1,609","1,646","1,007",125,21,"17,356","17,356",822,"1,086","1,292","1,196","1,964","3,164","3,216","2,820","1,555",213,28,"8,567","8,567",443,561,735,630,"1,178","1,664","1,597","1,213",483,57,6,"8,789","8,789",379,525,557,566,786,"1,500","1,619","1,607","1,072",156,22,"16,993","16,993",799,"1,019","1,210","1,123","1,831","3,054","3,297","2,765","1,652",216,27,"8,419","8,419",419,532,692,607,"1,090","1,651","1,635","1,194",537,56,6,"8,574","8,574",380,487,518,516,741,"1,403","1,662","1,571","1,115",160,21
경상북도 영덕군 (4777000000),"39,586","39,586","2,063","2,982","3,049","3,412","5,129","7,032","6,201","6,730","2,631",337,20,"18,846","18,846","1,060","1,565","1,740","1,844","2,893","3,487","2,842","2,562",766,81,6,"20,740","20,740","1,003","1,417","1,309","1,568","2,236","3,545","3,359","4,168","1,865",256,14,"39,191","39,191","2,052","2,818","2,990","3,217","4,953","6,936","6,521","6,552","2,764",367,21,"18,625","18,625","1,053","1,470","1,692","1,732","2,822","3,458","3,013","2,495",799,85,6,"20,566","20,566",999,"1,348","1,298","1,485","2,131","3,478","3,508","4,057","1,965",282,15,"39,052","39,052","1,996","2,674","2,989","3,125","4,788","6,957","6,830","6,299","2,993",381,20,"18,607","18,607","1,026","1,390","1,698","1,658","2,740","3,506","3,200","2,396",899,88,6,"20,445","20,445",970,"1,284","1,291","1,467","2,048","3,451","3,630","3,903","2,094",293,14,"38,529","38,529","1,937","2,544","2,903","2,958","4,592","6,771","6,961","6,272","3,147",422,22,"18,360","18,360",980,"1,326","1,669","1,570","2,600","3,442","3,274","2,431",981,81,6,"20,169","20,169",957,"1,218","1,234","1,388","1,992","3,329","3,687","3,841","2,166",341,16,"38,108","38,108","1,915","2,384","2,897","2,849","4,357","6,700","6,997","6,213","3,326",442,28,"18,103","18,103",963,"1,238","1,657","1,482","2,464","3,428","3,321","2,421","1,039",84,6,"20,005","20,005",952,"1,146","1,240","1,367","1,893","3,272","3,676","3,792","2,287",358,22,"37,361","37,361","1,849","2,229","2,676","2,707","4,146","6,447","7,152","6,068","3,583",476,28,"17,777","17,777",941,"1,169","1,550","1,391","2,332","3,359","3,391","2,415","1,125",97,7,"19,584","19,584",908,"1,060","1,126","1,316","1,814","3,088","3,761","3,653","2,458",379,21
경상북도 청도군 (4782000000),"43,993","43,993","1,888","3,190","3,650","3,746","5,564","8,278","7,378","6,851","3,061",368,19,"21,448","21,448",941,"1,683","2,131","2,057","3,103","4,246","3,601","2,721",878,84,3,"22,545","22,545",947,"1,507","1,519","1,689","2,461","4,032","3,777","4,130","2,183",284,16,"43,724","43,724","1,896","2,931","3,512","3,627","5,289","8,263","7,969","6,542","3,267",410,18,"21,382","21,382",949,"1,538","2,057","1,980","2,978","4,303","3,887","2,652",948,89,1,"22,342","22,342",947,"1,393","1,455","1,647","2,311","3,960","4,082","3,890","2,319",321,17,"43,564","43,564","1,822","2,780","3,401","3,459","5,190","8,192","8,436","6,302","3,530",430,22,"21,278","21,278",916,"1,466","1,962","1,861","2,913","4,280","4,139","2,604","1,039",97,1,"22,286","22,286",906,"1,314","1,439","1,598","2,277","3,912","4,297","3,698","2,491",333,21,"43,346","43,346","1,736","2,631","3,344","3,338","4,956","8,112","8,643","6,325","3,755",484,22,"21,221","21,221",886,"1,398","1,903","1,778","2,820","4,208","4,291","2,681","1,139",115,2,"22,125","22,125",850,"1,233","1,441","1,560","2,136","3,904","4,352","3,644","2,616",369,20,"43,057","43,057","1,640","2,516","3,253","3,128","4,755","8,015","8,917","6,321","3,986",504,22,"21,117","21,117",838,"1,324","1,888","1,659","2,670","4,200","4,431","2,781","1,211",114,1,"21,940","21,940",802,"1,192","1,365","1,469","2,085","3,815","4,486","3,540","2,775",390,21,"42,910","42,910","1,600","2,420","3,081","3,026","4,612","7,676","9,297","6,450","4,173",553,22,"21,065","21,065",830,"1,230","1,811","1,616","2,589","4,019","4,654","2,919","1,277",119,1,"21,845","21,845",770,"1,190","1,270","1,410","2,023","3,657","4,643","3,531","2,896",434,21
경상북도 고령군 (4783000000),"35,033","35,033","2,361","2,842","3,189","3,710","5,299","6,458","4,759","4,410","1,818",181,6,"17,847","17,847","1,216","1,493","1,835","2,016","3,027","3,506","2,363","1,765",568,55,3,"17,186","17,186","1,145","1,349","1,354","1,694","2,272","2,952","2,396","2,645","1,250",126,3,"34,594","34,594","2,340","2,686","3,059","3,418","5,091","6,488","5,113","4,184","1,994",212,9,"17,630","17,630","1,206","1,421","1,769","1,855","2,899","3,550","2,562","1,671",629,65,3,"16,964","16,964","1,134","1,265","1,290","1,563","2,192","2,938","2,551","2,513","1,365",147,6,"34,257","34,257","2,190","2,588","2,995","3,246","4,868","6,507","5,392","4,104","2,134",222,11,"17,485","17,485","1,138","1,378","1,711","1,741","2,767","3,583","2,752","1,658",692,62,3,"16,772","16,772","1,052","1,210","1,284","1,505","2,101","2,924","2,640","2,446","1,442",160,8,"33,768","33,768","2,011","2,467","2,960","3,018","4,639","6,454","5,564","4,133","2,246",268,8,"17,200","17,200","1,035","1,332","1,663","1,604","2,642","3,546","2,865","1,690",751,69,3,"16,568","16,568",976,"1,135","1,297","1,414","1,997","2,908","2,699","2,443","1,495",199,5,"32,969","32,969","1,809","2,313","2,872","2,741","4,342","6,400","5,714","4,134","2,355",280,9,"16,818","16,818",924,"1,239","1,629","1,480","2,467","3,515","2,984","1,725",779,71,5,"16,151","16,151",885,"1,074","1,243","1,261","1,875","2,885","2,730","2,409","1,576",209,4,"32,373","32,373","1,623","2,174","2,798","2,561","4,090","6,147","6,033","4,082","2,562",298,5,"16,548","16,548",819,"1,171","1,570","1,406","2,303","3,401","3,169","1,777",852,77,3,"15,825","15,825",804,"1,003","1,228","1,155","1,787","2,746","2,864","2,305","1,710",221,2
경상북도 성주군 (4784000000),"44,981","44,981","2,417","3,361","4,438","4,225","6,131","8,939","6,872","5,740","2,530",306,22,"23,007","23,007","1,254","1,836","2,523","2,336","3,547","4,843","3,418","2,384",783,79,4,"21,974","21,974","1,163","1,525","1,915","1,889","2,584","4,096","3,454","3,356","1,747",227,18,"45,029","45,029","2,471","3,165","4,324","4,132","5,893","9,075","7,375","5,508","2,756",308,22,"23,076","23,076","1,284","1,730","2,485","2,258","3,430","4,955","3,664","2,348",845,73,4,"21,953","21,953","1,187","1,435","1,839","1,874","2,463","4,120","3,711","3,160","1,911",235,18,"45,205","45,205","2,442","2,958","4,275","4,070","5,705","9,151","7,903","5,401","2,917",362,21,"23,166","23,166","1,250","1,631","2,470","2,215","3,316","4,985","3,984","2,342",892,77,4,"22,039","22,039","1,192","1,327","1,805","1,855","2,389","4,166","3,919","3,059","2,025",285,17,"45,138","45,138","2,312","2,742","4,268","3,884","5,591","9,227","8,131","5,528","3,036",400,19,"23,191","23,191","1,181","1,515","2,448","2,107","3,307","5,008","4,157","2,456",923,83,6,"21,947","21,947","1,131","1,227","1,820","1,777","2,284","4,219","3,974","3,072","2,113",317,13,"44,672","44,672","2,212","2,598","4,050","3,771","5,212","9,222","8,351","5,633","3,144",460,19,"23,011","23,011","1,122","1,444","2,332","2,054","3,120","4,979","4,327","2,525",997,106,5,"21,661","21,661","1,090","1,154","1,718","1,717","2,092","4,243","4,024","3,108","2,147",354,14,"44,015","44,015","2,015","2,486","3,826","3,500","4,979","8,861","8,830","5,686","3,359",451,22,"22,716","22,716","1,003","1,389","2,219","1,911","2,990","4,825","4,596","2,591","1,081",106,5,"21,299","21,299","1,012","1,097","1,607","1,589","1,989","4,036","4,234","3,095","2,278",345,17
경상북도 칠곡군 (4785000000),"122,058","122,058","13,029","13,843","16,365","21,215","21,099","16,508","9,181","7,506","2,890",390,32,"63,281","63,281","6,776","7,395","8,640","11,506","11,546","8,918","4,521","2,928",976,66,9,"58,777","58,777","6,253","6,448","7,725","9,709","9,553","7,590","4,660","4,578","1,914",324,23,"122,829","122,829","13,197","13,476","15,930","20,997","21,309","17,148","9,852","7,380","3,098",406,36,"63,611","63,611","6,819","7,243","8,229","11,548","11,570","9,320","4,858","2,894","1,047",74,9,"59,218","59,218","6,378","6,233","7,701","9,449","9,739","7,828","4,994","4,486","2,051",332,27,"123,199","123,199","13,011","12,988","15,756","20,694","21,402","17,678","10,640","7,234","3,324",429,43,"64,002","64,002","6,760","6,943","8,197","11,422","11,572","9,711","5,308","2,875","1,113",92,9,"59,197","59,197","6,251","6,045","7,559","9,272","9,830","7,967","5,332","4,359","2,211",337,34,"120,864","120,864","12,078","12,716","14,570","19,425","21,377","17,994","11,301","7,342","3,539",483,39,"62,820","62,820","6,293","6,801","7,739","10,635","11,607","9,797","5,692","2,953","1,186",110,7,"58,044","58,044","5,785","5,915","6,831","8,790","9,770","8,197","5,609","4,389","2,353",373,32,"118,828","118,828","11,277","12,413","13,591","18,204","20,926","18,743","11,826","7,486","3,807",520,35,"61,923","61,923","5,867","6,623","7,360","9,967","11,371","10,182","6,067","3,088","1,273",119,6,"56,905","56,905","5,410","5,790","6,231","8,237","9,555","8,561","5,759","4,398","2,534",401,29,"117,047","117,047","10,468","11,958","12,939","16,540","20,816","19,212","12,764","7,537","4,193",578,42,"61,063","61,063","5,425","6,318","7,195","9,096","11,250","10,476","6,597","3,184","1,384",131,7,"55,984","55,984","5,043","5,640","5,744","7,444","9,566","8,736","6,167","4,353","2,809",447,35
경상북도 예천군 (4790000000),"45,104","45,104","2,596","3,367","3,776","3,905","5,106","7,946","7,039","7,763","3,147",439,20,"22,145","22,145","1,389","1,784","2,172","2,151","2,920","3,988","3,390","3,225","1,027",96,3,"22,959","22,959","1,207","1,583","1,604","1,754","2,186","3,958","3,649","4,538","2,120",343,17,"44,674","44,674","2,626","3,187","3,631","3,778","4,927","7,748","7,436","7,318","3,558",446,19,"21,895","21,895","1,398","1,668","2,064","2,054","2,845","3,950","3,588","3,055","1,170",100,3,"22,779","22,779","1,228","1,519","1,567","1,724","2,082","3,798","3,848","4,263","2,388",346,16,"46,166","46,166","3,000","3,210","3,585","4,115","5,186","7,766","7,945","7,002","3,848",484,25,"22,663","22,663","1,579","1,692","2,014","2,192","3,010","3,981","3,880","2,934","1,271",107,3,"23,503","23,503","1,421","1,518","1,571","1,923","2,176","3,785","4,065","4,068","2,577",377,22,"49,253","49,253","3,593","3,570","3,810","4,668","5,813","7,865","8,267","6,995","4,116",527,29,"24,246","24,246","1,866","1,915","2,149","2,475","3,287","4,093","4,009","2,963","1,367",116,6,"25,007","25,007","1,727","1,655","1,661","2,193","2,526","3,772","4,258","4,032","2,749",411,23,"53,274","53,274","4,383","4,090","4,106","5,427","6,553","8,117","8,603","7,008","4,420",539,28,"26,170","26,170","2,227","2,169","2,301","2,769","3,672","4,199","4,190","3,046","1,479",115,3,"27,104","27,104","2,156","1,921","1,805","2,658","2,881","3,918","4,413","3,962","2,941",424,25,"55,100","55,100","4,621","4,341","4,162","5,623","6,946","8,171","8,924","6,919","4,737",623,33,"27,032","27,032","2,329","2,313","2,330","2,805","3,848","4,262","4,359","3,064","1,595",123,4,"28,068","28,068","2,292","2,028","1,832","2,818","3,098","3,909","4,565","3,855","3,142",500,29
경상북도 봉화군 (4792000000),"34,023","34,023","2,004","2,549","2,629","2,894","4,309","6,465","5,100","5,465","2,272",311,25,"16,911","16,911","1,030","1,351","1,497","1,595","2,421","3,361","2,523","2,265",783,80,5,"17,112","17,112",974,"1,198","1,132","1,299","1,888","3,104","2,577","3,200","1,489",231,20,"33,808","33,808","1,983","2,406","2,538","2,697","4,183","6,435","5,497","5,207","2,488",352,22,"16,774","16,774","1,025","1,252","1,438","1,471","2,393","3,330","2,767","2,152",860,80,6,"17,034","17,034",958,"1,154","1,100","1,226","1,790","3,105","2,730","3,055","1,628",272,16,"33,539","33,539","1,850","2,311","2,444","2,678","4,031","6,374","5,829","4,970","2,666",351,35,"16,667","16,667",964,"1,205","1,374","1,477","2,295","3,336","2,945","2,069",921,71,10,"16,872","16,872",886,"1,106","1,070","1,201","1,736","3,038","2,884","2,901","1,745",280,25,"33,259","33,259","1,772","2,194","2,413","2,484","3,851","6,306","6,012","4,951","2,840",402,34,"16,550","16,550",939,"1,135","1,360","1,358","2,188","3,309","3,099","2,087",980,86,9,"16,709","16,709",833,"1,059","1,053","1,126","1,663","2,997","2,913","2,864","1,860",316,25,"32,843","32,843","1,674","2,110","2,307","2,357","3,606","6,248","6,227","4,922","2,936",424,32,"16,409","16,409",895,"1,113","1,277","1,278","2,078","3,281","3,227","2,149","1,008",98,5,"16,434","16,434",779,997,"1,030","1,079","1,528","2,967","3,000","2,773","1,928",326,27,"32,150","32,150","1,532","1,982","2,184","2,147","3,415","6,007","6,466","4,844","3,080",465,28,"16,146","16,146",815,"1,070","1,241","1,155","1,988","3,194","3,368","2,131","1,075",104,5,"16,004","16,004",717,912,943,992,"1,427","2,813","3,098","2,713","2,005",361,23
경상북도 울진군 (4793000000),"52,104","52,104","3,837","5,149","4,628","5,701","7,791","9,024","6,333","6,453","2,822",357,9,"25,825","25,825","2,002","2,773","2,639","3,022","4,310","4,655","3,097","2,511",754,60,2,"26,279","26,279","1,835","2,376","1,989","2,679","3,481","4,369","3,236","3,942","2,068",297,7,"51,885","51,885","3,805","4,903","4,692","5,505","7,553","9,187","6,626","6,198","2,983",424,9,"25,813","25,813","2,013","2,636","2,700","2,950","4,205","4,763","3,254","2,409",819,62,2,"26,072","26,072","1,792","2,267","1,992","2,555","3,348","4,424","3,372","3,789","2,164",362,7,"51,738","51,738","3,668","4,726","4,845","5,344","7,368","9,161","7,011","5,983","3,184",436,12,"25,847","25,847","1,904","2,556","2,823","2,868","4,097","4,817","3,441","2,372",897,70,2,"25,891","25,891","1,764","2,170","2,022","2,476","3,271","4,344","3,570","3,611","2,287",366,10,"50,974","50,974","3,425","4,553","4,755","5,065","7,143","9,024","7,313","5,851","3,362",469,14,"25,463","25,463","1,760","2,485","2,800","2,720","3,948","4,741","3,613","2,356",959,78,3,"25,511","25,511","1,665","2,068","1,955","2,345","3,195","4,283","3,700","3,495","2,403",391,11,"50,036","50,036","3,187","4,271","4,653","4,794","6,839","8,987","7,396","5,862","3,522",508,17,"24,983","24,983","1,633","2,332","2,723","2,589","3,792","4,747","3,644","2,410","1,036",75,2,"25,053","25,053","1,554","1,939","1,930","2,205","3,047","4,240","3,752","3,452","2,486",433,15,"49,314","49,314","3,034","4,003","4,581","4,556","6,527","8,864","7,686","5,748","3,725",571,19,"24,658","24,658","1,540","2,199","2,664","2,480","3,631","4,743","3,754","2,441","1,120",84,2,"24,656","24,656","1,494","1,804","1,917","2,076","2,896","4,121","3,932","3,307","2,605",487,17
경상북도 울릉군 (4794000000),"10,264","10,264",534,708,"1,095","1,208","1,629","2,200","1,477",979,365,64,5,"5,477","5,477",275,367,638,680,989,"1,193",749,440,127,16,3,"4,787","4,787",259,341,457,528,640,"1,007",728,539,238,48,2,"10,153","10,153",542,682,"1,096","1,134","1,559","2,167","1,531",984,384,68,6,"5,435","5,435",279,355,648,645,947,"1,187",771,440,143,17,3,"4,718","4,718",263,327,448,489,612,980,760,544,241,51,3,"10,001","10,001",492,646,"1,047","1,068","1,531","2,167","1,571",982,419,70,8,"5,430","5,430",256,342,628,624,938,"1,212",808,441,157,20,4,"4,571","4,571",236,304,419,444,593,955,763,541,262,50,4,"9,975","9,975",482,586,"1,023","1,053","1,561","2,087","1,628","1,040",444,65,6,"5,441","5,441",261,290,615,614,975,"1,186",845,475,158,18,4,"4,534","4,534",221,296,408,439,586,901,783,565,286,47,2,"9,832","9,832",468,554,964,"1,037","1,478","2,062","1,699","1,035",458,69,8,"5,328","5,328",245,277,566,614,914,"1,158",889,484,162,15,4,"4,504","4,504",223,277,398,423,564,904,810,551,296,54,4,"9,617","9,617",461,524,905,977,"1,388","1,998","1,770","1,012",504,67,11,"5,230","5,230",236,261,542,570,855,"1,150",931,469,194,17,5,"4,387","4,387",225,263,363,407,533,848,839,543,310,50,6
경상남도  (4800000000),"3,350,257","3,350,257","316,462","402,689","391,686","486,893","585,426","542,595","309,526","218,473","86,183","9,768",556,"1,687,114","1,687,114","163,541","213,711","214,964","252,082","301,565","276,675","151,573","86,762","24,131","2,020",90,"1,663,143","1,663,143","152,921","188,978","176,722","234,811","283,861","265,920","157,953","131,711","62,052","7,748",466,"3,364,702","3,364,702","317,867","384,287","394,794","476,814","580,967","551,878","337,382","216,802","92,498","10,817",596,"1,694,981","1,694,981","164,059","203,186","217,509","247,672","299,336","281,937","165,460","87,216","26,376","2,137",93,"1,669,721","1,669,721","153,808","181,101","177,285","229,142","281,631","269,941","171,922","129,586","66,122","8,680",503,"3,373,871","3,373,871","315,476","367,662","397,368","466,247","574,855","561,503","360,856","218,363","99,237","11,665",639,"1,699,219","1,699,219","162,572","193,649","218,935","242,671","295,301","287,989","177,422","89,376","28,950","2,249",105,"1,674,652","1,674,652","152,904","174,013","178,433","223,576","279,554","273,514","183,434","128,987","70,287","9,416",534,"3,380,404","3,380,404","307,415","356,902","397,268","454,065","566,645","569,852","383,935","225,324","105,518","12,827",653,"1,701,413","1,701,413","158,371","187,675","218,770","236,383","291,424","291,048","189,827","94,008","31,356","2,434",117,"1,678,991","1,678,991","149,044","169,227","178,498","217,682","275,221","278,804","194,108","131,316","74,162","10,393",536,"3,373,988","3,373,988","296,642","345,897","394,180","441,235","552,404","579,597","405,089","233,023","111,177","14,066",678,"1,697,412","1,697,412","152,735","181,443","217,287","229,332","284,645","295,319","200,955","99,322","33,552","2,691",131,"1,676,576","1,676,576","143,907","164,454","176,893","211,903","267,759","284,278","204,134","133,701","77,625","11,375",547,"3,362,553","3,362,553","285,500","333,957","387,562","422,681","543,280","585,420","430,008","239,382","118,395","15,649",719,"1,692,032","1,692,032","146,864","175,099","214,250","220,180","280,017","298,217","213,739","104,179","36,288","3,053",146,"1,670,521","1,670,521","138,636","158,858","173,312","202,501","263,263","287,203","216,269","135,203","82,107","12,596",573
경상남도 창원시 (4812000000),"1,075,168","1,075,168","99,644","133,256","142,646","163,234","192,253","182,465","92,105","49,962","17,482","1,991",130,"546,530","546,530","51,615","71,010","78,522","84,870","95,922","91,951","46,320","20,975","4,938",380,27,"528,638","528,638","48,029","62,246","64,124","78,364","96,331","90,514","45,785","28,987","12,544","1,611",103,"1,070,064","1,070,064","99,007","125,026","142,136","159,132","187,766","184,268","101,449","50,152","18,826","2,158",144,"543,647","543,647","51,275","66,409","78,456","83,183","93,750","92,708","50,707","21,300","5,435",395,29,"526,417","526,417","47,732","58,617","63,680","75,949","94,016","91,560","50,742","28,852","13,391","1,763",115,"1,063,907","1,063,907","97,447","117,815","141,902","154,389","183,701","185,366","108,865","51,608","20,314","2,347",153,"540,073","540,073","50,406","62,338","78,306","80,840","91,686","93,587","54,122","22,290","6,026",441,31,"523,834","523,834","47,041","55,477","63,596","73,549","92,015","91,779","54,743","29,318","14,288","1,906",122,"1,057,032","1,057,032","94,177","112,898","140,137","149,547","179,118","186,487","115,977","54,252","21,745","2,530",164,"536,167","536,167","48,651","59,593","77,350","78,439","89,957","93,569","57,598","23,902","6,593",482,33,"520,865","520,865","45,526","53,305","62,787","71,108","89,161","92,918","58,379","30,350","15,152","2,048",131,"1,053,601","1,053,601","91,545","108,378","137,929","146,472","173,933","188,811","122,968","57,494","23,104","2,806",161,"534,119","534,119","47,312","57,035","76,141","76,850","87,959","94,141","61,059","25,781","7,254",551,36,"519,482","519,482","44,233","51,343","61,788","69,622","85,974","94,670","61,909","31,713","15,850","2,255",125,"1,044,740","1,044,740","87,828","103,620","133,943","140,099","170,150","189,066","131,318","60,671","24,769","3,104",172,"529,262","529,262","45,464","54,428","74,148","73,683","86,156","94,025","65,181","27,596","7,919",622,40,"515,478","515,478","42,364","49,192","59,795","66,416","83,994","95,041","66,137","33,075","16,850","2,482",132
